Unknown Customer,2017-08-31 06:54:35.751245
Unknown Customer,2017-08-31 06:54:35.863252
Unknown Customer,2017-08-31 06:54:35.963482
Unknown Customer,2017-08-31 06:54:36.063179
Unknown Customer,2017-08-31 06:54:36.161424
Unknown Customer,2017-08-31 06:54:36.256723
Unknown Customer,2017-08-31 06:54:36.365848
Unknown Customer,2017-08-31 06:54:36.464794
Unknown Customer,2017-08-31 06:54:36.564420
Unknown Customer,2017-08-31 06:54:36.665036
Unknown Customer,2017-08-31 06:54:36.729400
Unknown Customer,2017-08-31 06:54:36.771902
Unknown Customer,2017-08-31 06:54:36.860453
Unknown Customer,2017-08-31 06:54:36.960775
Unknown Customer,2017-08-31 06:54:37.061002
Unknown Customer,2017-08-31 06:54:37.162251
Unknown Customer,2017-08-31 06:54:37.262538
Unknown Customer,2017-08-31 06:54:37.292380
Unknown Customer,2017-08-31 06:54:37.359996
Unknown Customer,2017-08-31 06:54:37.459338
Unknown Customer,2017-08-31 06:54:37.660206
Unknown Customer,2017-08-31 06:54:37.760476
Unknown Customer,2017-08-31 06:54:37.870326
Unknown Customer,2017-08-31 06:54:37.965862
Unknown Customer,2017-08-31 06:54:38.064292
Unknown Customer,2017-08-31 06:54:38.165396
Unknown Customer,2017-08-31 06:54:38.263862
Unknown Customer,2017-08-31 06:54:38.364163
Unknown Customer,2017-08-31 06:54:38.464473
Unknown Customer,2017-08-31 06:54:38.494756
Unknown Customer,2017-08-31 06:54:38.563737
Unknown Customer,2017-08-31 06:54:38.662925
Unknown Customer,2017-08-31 06:54:38.760590
Unknown Customer,2017-08-31 06:54:38.869654
Unknown Customer,2017-08-31 06:54:38.967329
Unknown Customer,2017-08-31 06:54:39.065966
Unknown Customer,2017-08-31 06:54:39.162126
Unknown Customer,2017-08-31 06:54:39.196024
Unknown Customer,2017-08-31 06:54:39.273186
Unknown Customer,2017-08-31 06:54:39.370763
Unknown Customer,2017-08-31 06:54:39.465129
Unknown Customer,2017-08-31 06:54:39.567526
Unknown Customer,2017-08-31 06:54:39.667909
Unknown Customer,2017-08-31 06:54:39.768216
Unknown Customer,2017-08-31 06:54:39.863985
Unknown Customer,2017-08-31 06:54:39.960502
Unknown Customer,2017-08-31 06:54:40.067717
Unknown Customer,2017-08-31 06:54:40.166103
Unknown Customer,2017-08-31 06:54:40.265513
Unknown Customer,2017-08-31 06:54:40.362955
Unknown Customer,2017-08-31 06:54:40.471554
Unknown Customer,2017-08-31 06:54:40.536954
Unknown Customer,2017-08-31 06:54:40.566885
Unknown Customer,2017-08-31 06:54:40.667004
Unknown Customer,2017-08-31 06:54:40.766843
Unknown Customer,2017-08-31 06:54:40.863942
Unknown Customer,2017-08-31 06:54:40.971351
Unknown Customer,2017-08-31 06:54:41.068513
Unknown Customer,2017-08-31 06:54:41.099194
Unknown Customer,2017-08-31 06:54:41.165190
Unknown Customer,2017-08-31 06:54:41.265035
Unknown Customer,2017-08-31 06:54:41.361995
Unknown Customer,2017-08-31 06:54:41.466481
Unknown Customer,2017-08-31 06:54:41.570138
Unknown Customer,2017-08-31 06:54:41.670312
Unknown Customer,2017-08-31 06:54:41.766955
Unknown Customer,2017-08-31 06:54:41.866543
Unknown Customer,2017-08-31 06:54:41.965301
Unknown Customer,2017-08-31 06:54:42.064238
Unknown Customer,2017-08-31 06:54:42.096246
Unknown Customer,2017-08-31 06:54:42.173002
Unknown Customer,2017-08-31 06:54:42.272964
Unknown Customer,2017-08-31 06:54:42.371201
Unknown Customer,2017-08-31 06:54:42.469290
Unknown Customer,2017-08-31 06:54:42.567352
Unknown Customer,2017-08-31 06:54:42.671690
Unknown Customer,2017-08-31 06:54:42.773262
Unknown Customer,2017-08-31 06:54:42.873089
Unknown Customer,2017-08-31 06:54:42.973590
Unknown Customer,2017-08-31 06:54:43.073558
Unknown Customer,2017-08-31 06:54:43.103023
Unknown Customer,2017-08-31 06:54:43.171417
Unknown Customer,2017-08-31 06:54:43.271413
Unknown Customer,2017-08-31 06:54:43.372008
